@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normal}

@DATA
0.136000,0.059023,3.012360,0.260687,0.240332,1.081705,0.016131,0.277576,-23.739454,1.932283,0.519955,0.258360,0.046368,0.433806,0.046195,0.232105,0.077490,-0.006560,0.035185,0.042466,-0.050536,0.009157,0.003462,0.052419,0.006767,0.045989,0.004211,0.064206,0.000940,0.002811,0.014961,0.045789,0.001725,0.039306,0.187983,0.053201,0.200881,0.125966,0.029474,0.996041,0.013407,0.290581,2.243562,1.094204,0.379104,0.446025,0.284562,0.282159,0.250777,0.231878,0.220037,0.239804,0.235889,0.188919,0.148108,0.006999,0.004084,0.067879,0.004906,0.067456,0.003043,0.059611,0.001051,0.002124,0.022276,0.064867,0.001474,0.019388,normal
0.066130,0.019831,3.130058,0.161966,0.175129,0.373004,0.051283,0.100771,-38.703122,1.236851,0.624695,0.006713,-0.020997,-0.036945,-0.067148,0.057088,0.120149,-0.077334,0.016175,-0.048159,-0.040872,0.003758,0.000303,0.004845,0.002343,0.006475,0.097195,0.023670,0.000249,0.001900,0.022571,0.010647,0.000618,0.039239,0.091094,0.022155,0.241486,0.112009,0.084974,0.427044,0.081359,0.137848,4.708859,0.984387,0.547227,0.328657,0.285021,0.286802,0.242765,0.134463,0.229622,0.157024,0.086590,0.173066,0.151994,0.006024,0.000323,0.005416,0.003314,0.009724,0.028928,0.036233,0.000423,0.003257,0.032137,0.017740,0.000891,0.009791,normal
0.096955,0.016476,2.966282,0.213969,0.215691,1.078159,0.013356,0.208727,-26.949975,1.711341,0.163417,0.646530,0.107063,0.736129,0.427978,0.088024,0.012996,0.013027,-0.069374,0.043889,-0.010763,0.006631,0.002295,0.040924,0.004048,0.029297,0.004936,0.081874,0.002581,0.005514,0.016846,0.083063,0.001799,0.039020,0.055778,0.013523,0.139080,0.040880,0.009192,0.357152,0.008997,0.092335,1.046432,0.387831,0.364000,0.234954,0.157193,0.173626,0.191185,0.164394,0.134898,0.126403,0.108069,0.095461,0.108400,0.002590,0.001253,0.031053,0.001828,0.028161,0.001641,0.020345,0.001587,0.006287,0.018573,0.037257,0.002679,0.006995,normal
0.207879,0.040957,2.884347,0.299935,0.229039,1.757608,0.010029,0.425455,-25.170888,1.739171,-0.294854,0.568227,0.284761,0.068726,0.166306,0.090806,0.047905,0.112461,0.040696,0.142608,-0.037727,0.007160,0.002571,0.041565,0.007171,0.028255,0.005489,0.024859,0.003740,0.007646,0.012611,0.028323,0.003709,0.018755,0.208123,0.051985,0.567839,0.156988,0.050548,0.995624,0.009236,0.321556,2.870234,1.401297,0.682072,0.528291,0.497757,0.322310,0.362558,0.171372,0.214279,0.163924,0.174886,0.127511,0.140146,0.009054,0.002681,0.048676,0.004668,0.038283,0.003715,0.012898,0.004954,0.008697,0.012133,0.030894,0.002841,0.013821,normal
0.078409,0.026668,2.997111,0.206467,0.220912,0.644837,0.010691,0.166455,-25.080393,2.282836,0.853234,0.359243,-0.022274,0.531226,0.121830,0.262528,0.014953,0.097981,-0.016671,0.081571,0.048395,0.006919,0.003157,0.048196,0.003416,0.023664,0.003147,0.059570,0.000355,0.004628,0.012381,0.120237,0.001593,0.046031,0.096079,0.012887,0.274300,0.080039,0.024186,0.523123,0.006792,0.157219,1.753876,0.697001,0.529503,0.274656,0.264748,0.250322,0.281779,0.224947,0.182200,0.189894,0.146138,0.197882,0.172630,0.007151,0.004581,0.040183,0.003198,0.026494,0.002316,0.033715,0.000312,0.008656,0.017960,0.052272,0.002675,0.012578,normal
0.162966,0.063968,2.884430,0.252956,0.210818,0.719923,0.029695,0.244902,-26.831473,2.106031,0.516803,0.231765,-0.243821,-0.110568,-0.068449,-0.046684,-0.193195,-0.082518,-0.136217,-0.108715,-0.138912,0.009812,0.002692,0.032827,0.053478,0.011557,0.017965,0.061106,0.001181,0.008570,0.011282,0.009876,0.000759,0.038511,0.234033,0.090734,0.520284,0.214170,0.042384,0.922925,0.029696,0.346395,3.792626,1.539994,0.781800,0.597516,0.346966,0.289080,0.285771,0.453212,0.346226,0.381945,0.325965,0.347840,0.202655,0.022743,0.004390,0.057480,0.094960,0.019086,0.027832,0.080179,0.003828,0.026241,0.020388,0.021353,0.000986,0.025000,normal
0.116726,0.026712,2.876851,0.185651,0.158157,0.691745,0.092266,0.146814,-33.016961,1.637561,0.453876,-0.491728,-0.119853,-0.089197,0.015683,0.009690,0.087359,-0.000888,-0.081126,-0.157630,-0.102963,0.026144,0.009525,0.012828,0.004458,0.007022,0.062363,0.025291,0.000994,0.001979,0.015083,0.005039,0.007237,0.029385,0.160923,0.049662,0.554385,0.153822,0.092824,0.763542,0.220297,0.223891,10.903013,1.631844,0.708643,0.472644,0.355101,0.378880,0.273302,0.275463,0.234426,0.224305,0.290241,0.269476,0.293706,0.045488,0.020045,0.022392,0.009619,0.009890,0.069049,0.042393,0.001357,0.002195,0.031043,0.005775,0.013452,0.016286,normal
0.160022,0.008246,2.888272,0.229759,0.168247,1.120701,0.005853,0.221147,-33.571538,0.513542,0.321772,0.162616,-0.239984,0.081973,-0.194618,-0.085106,-0.048490,-0.268482,-0.241809,-0.057333,-0.226729,0.011541,0.003093,0.008311,0.008905,0.010817,0.007521,0.015669,0.001523,0.006040,0.011544,0.018688,0.003214,0.011170,0.097692,0.011680,0.429535,0.071444,0.041095,0.478055,0.005278,0.136437,5.034147,1.177616,0.747689,0.621161,0.236267,0.334532,0.498500,0.251726,0.342439,0.332269,0.178336,0.310179,0.305158,0.016168,0.004151,0.010501,0.012612,0.012512,0.007861,0.016632,0.001487,0.008177,0.018814,0.023084,0.004728,0.009644,normal
0.083394,0.006187,2.495911,0.177777,0.187345,0.490858,0.012229,0.112114,-33.832597,1.868427,0.125491,0.233571,-0.197378,0.273977,0.064054,0.162166,-0.091906,-0.126555,-0.145296,-0.110332,-0.077087,0.012362,0.006777,0.029969,0.018409,0.030962,0.013103,0.050139,0.001856,0.002197,0.007973,0.024805,0.005247,0.022749,0.078698,0.014273,0.772074,0.097981,0.044880,0.531143,0.009474,0.124667,6.435404,1.245612,0.686444,0.445738,0.321960,0.415489,0.273633,0.324626,0.206502,0.307439,0.298246,0.196820,0.163478,0.012969,0.008931,0.031713,0.024982,0.043367,0.018287,0.054357,0.003158,0.002296,0.008950,0.027726,0.007285,0.017224,normal
0.179243,0.006121,2.858449,0.222914,0.180637,0.956560,0.059011,0.250549,-34.827360,1.234625,0.068997,-0.003254,-0.170178,0.016936,0.061374,-0.116570,-0.103734,-0.222817,-0.056477,-0.069600,-0.018439,0.008056,0.003346,0.013649,0.013398,0.016848,0.052247,0.014310,0.001466,0.003292,0.014593,0.010431,0.001362,0.022310,0.208989,0.019479,0.557403,0.152569,0.086370,0.957068,0.105655,0.278380,9.546952,1.441899,0.577602,0.484184,0.268980,0.218188,0.291121,0.245747,0.255047,0.253191,0.280978,0.202305,0.181915,0.010480,0.004553,0.025899,0.018038,0.027571,0.068965,0.018110,0.001873,0.004106,0.026526,0.019664,0.001260,0.017250,normal
0.102507,0.011117,2.708782,0.183188,0.164160,0.616089,0.010457,0.135594,-30.972973,1.441656,-0.111556,0.329895,-0.194606,-0.134923,-0.118685,-0.140129,-0.194609,-0.154675,-0.154282,0.060632,-0.084641,0.017250,0.003702,0.014427,0.026245,0.024914,0.013339,0.014093,0.002190,0.009918,0.010722,0.013131,0.004670,0.019887,0.102420,0.017605,0.558463,0.104443,0.053666,0.556534,0.009192,0.138593,7.139435,1.290842,0.887224,0.538974,0.506736,0.380137,0.296069,0.282658,0.298403,0.280456,0.279345,0.246205,0.262823,0.024207,0.005164,0.014294,0.041664,0.035631,0.019988,0.015525,0.002903,0.014977,0.013792,0.017570,0.008737,0.015496,normal
0.065255,0.020756,2.845904,0.149922,0.177006,0.367567,0.012263,0.073953,-29.638507,2.074049,0.255578,0.351258,-0.208578,-0.033897,-0.209056,-0.134328,-0.117279,-0.063716,-0.070387,-0.053797,-0.122688,0.014082,0.005465,0.023928,0.010004,0.021926,0.057201,0.036298,0.001829,0.008413,0.016192,0.019457,0.004198,0.031967,0.058606,0.025049,0.509643,0.069476,0.054785,0.329999,0.007716,0.081508,7.777643,0.933791,0.861537,0.600116,0.418156,0.417822,0.360487,0.255328,0.297770,0.337047,0.250515,0.221379,0.271384,0.015817,0.008675,0.032339,0.014984,0.026643,0.048489,0.025635,0.004154,0.010808,0.021885,0.030031,0.009521,0.014880,normal
0.042275,0.010754,2.804406,0.122465,0.157362,0.312628,0.014528,0.054809,-30.881900,2.356135,0.415367,0.461399,-0.474876,0.584851,0.274960,0.068953,0.288189,0.001654,0.021979,0.050967,0.036282,0.022436,0.004585,0.101372,0.008364,0.041885,0.007532,0.016934,0.001330,0.003152,0.006392,0.019680,0.006429,0.034968,0.048298,0.013796,0.322655,0.078122,0.075161,0.362990,0.011177,0.057233,7.141877,0.815509,0.663167,0.523108,0.648266,0.288328,0.319952,0.356725,0.220547,0.224649,0.243355,0.184820,0.254635,0.027136,0.006750,0.053596,0.008711,0.052281,0.010969,0.012641,0.001936,0.003554,0.006051,0.017198,0.011207,0.013773,normal
0.053097,0.009450,2.639730,0.159167,0.202211,0.313533,0.011346,0.046234,-34.603872,2.345531,0.303764,0.530656,0.232043,0.167875,0.343812,0.030370,0.038313,0.311021,-0.207566,-0.130107,0.138640,0.011533,0.005383,0.080404,0.007916,0.032617,0.004813,0.034077,0.003111,0.003878,0.021114,0.025987,0.002602,0.029749,0.050670,0.011424,0.400483,0.091869,0.062610,0.312477,0.006342,0.061948,6.594488,0.918830,0.611919,0.305778,0.430946,0.348367,0.341344,0.255101,0.226101,0.220501,0.214491,0.268939,0.306221,0.010310,0.007624,0.055850,0.009699,0.025567,0.006022,0.026282,0.004686,0.003586,0.019744,0.016119,0.002802,0.009946,normal
0.059403,0.011479,2.716699,0.138471,0.164247,0.373596,0.007941,0.079537,-30.422146,1.887941,0.541517,0.344208,-0.224279,0.206977,0.166177,-0.036457,0.166345,0.201501,0.110860,0.235317,0.010821,0.010793,0.005912,0.087589,0.005405,0.020048,0.009387,0.015256,0.002434,0.006081,0.009329,0.040419,0.005950,0.028232,0.048310,0.014796,0.420760,0.070355,0.061195,0.289006,0.003550,0.075171,7.508453,0.686493,0.771363,0.583692,0.648290,0.329505,0.434700,0.427628,0.268578,0.219984,0.213746,0.258517,0.196530,0.016528,0.009739,0.052958,0.005704,0.016420,0.010422,0.009295,0.004509,0.006922,0.008512,0.012556,0.012508,0.012880,normal
0.075811,0.016396,2.730140,0.165356,0.186933,0.508697,0.013147,0.067752,-31.679394,2.254137,0.345497,0.029759,-0.207253,0.206473,-0.044062,0.210576,0.042187,-0.217268,-0.120826,-0.009927,-0.114158,0.018870,0.005378,0.031495,0.030594,0.050239,0.006510,0.030277,0.001226,0.002543,0.013350,0.017368,0.004086,0.025756,0.082682,0.023861,0.507029,0.099471,0.060338,0.544847,0.009846,0.085828,7.892136,0.879001,0.698854,0.420504,0.589183,0.523701,0.188219,0.321657,0.196317,0.263490,0.297185,0.282608,0.224352,0.031968,0.009099,0.030218,0.033059,0.030896,0.008967,0.034131,0.001381,0.003376,0.015235,0.020852,0.006001,0.011946,normal
0.106948,0.015229,2.623796,0.185429,0.176169,0.854982,0.014963,0.150045,-32.652503,1.170642,0.565998,0.157965,-0.245881,0.023304,-0.044993,0.031615,-0.004662,-0.059031,-0.136879,0.074089,-0.004596,0.010480,0.003178,0.032434,0.011129,0.025037,0.012579,0.039237,0.000807,0.011545,0.014604,0.023273,0.003225,0.024670,0.095545,0.019888,0.634246,0.087242,0.046571,0.756860,0.013221,0.163918,6.133340,1.206116,0.788114,0.593494,0.452800,0.440627,0.325237,0.344223,0.205900,0.365319,0.280102,0.315096,0.240362,0.018654,0.004080,0.033870,0.020135,0.033307,0.023310,0.048499,0.000742,0.023140,0.020491,0.031255,0.004517,0.019645,normal
0.078832,0.013864,2.615618,0.173814,0.177971,0.688119,0.011480,0.107347,-32.099643,1.608957,0.913196,0.318529,-0.103207,0.000828,-0.140523,-0.000375,-0.135889,0.094921,-0.112084,0.013916,0.013625,0.013460,0.003576,0.030441,0.015953,0.049581,0.009699,0.035425,0.000952,0.003340,0.017720,0.020091,0.001824,0.027293,0.068596,0.018560,0.624632,0.083846,0.041804,0.635744,0.007009,0.145360,6.246645,0.982464,0.786361,0.572045,0.366984,0.632186,0.384245,0.283631,0.330961,0.384392,0.261371,0.276557,0.278036,0.027035,0.005240,0.031556,0.029306,0.050408,0.012711,0.033473,0.001139,0.003375,0.020613,0.025652,0.004377,0.014340,normal
0.184336,0.037967,3.066580,0.253025,0.224836,1.009869,0.015221,0.286154,-24.513282,2.395993,-0.077389,0.195829,0.094497,0.392160,0.271630,0.493687,0.176209,0.005313,-0.086602,0.209065,-0.026824,0.008381,0.005064,0.044096,0.009517,0.057586,0.003710,0.056114,0.000864,0.002056,0.006269,0.055479,0.002852,0.038391,0.240334,0.037488,0.193552,0.170960,0.055527,0.837158,0.011037,0.352285,2.273822,1.184929,0.609743,0.456502,0.497083,0.271638,0.321638,0.239213,0.287077,0.206636,0.178584,0.161777,0.190769,0.008360,0.005717,0.064081,0.007882,0.063423,0.002719,0.061229,0.000825,0.002445,0.003230,0.067855,0.002056,0.019420,normal
0.151727,0.015003,2.671900,0.212971,0.214598,0.663229,0.017753,0.174364,-28.150593,2.885830,0.254705,-0.100481,0.544228,-0.060968,0.172525,0.190943,0.105447,0.109251,-0.099010,0.090496,0.019424,0.008377,0.005365,0.058258,0.008073,0.023933,0.018443,0.113133,0.000743,0.002439,0.012093,0.026943,0.002927,0.039131,0.198826,0.022431,0.367987,0.151634,0.046668,0.647980,0.010135,0.254949,3.452242,1.188756,0.633101,0.778030,0.280733,0.246531,0.178392,0.311085,0.303740,0.313607,0.185516,0.258937,0.185388,0.008273,0.012381,0.047188,0.012375,0.030037,0.020960,0.100610,0.001020,0.003061,0.016203,0.026702,0.003820,0.024655,normal
0.076770,0.048173,3.058790,0.201182,0.216749,0.330979,0.032664,0.089927,-30.055987,2.120182,0.630801,0.173629,0.011505,0.200727,-0.110165,0.072755,0.095248,-0.191762,-0.042919,-0.023645,-0.074470,0.006663,0.001644,0.007664,0.003956,0.007295,0.052186,0.075106,0.000250,0.002914,0.029707,0.014837,0.000848,0.037202,0.160068,0.054711,0.337225,0.137685,0.046051,0.517086,0.054659,0.198450,9.613442,1.195210,0.454200,0.369372,0.406423,0.306731,0.267241,0.328729,0.207447,0.234375,0.237375,0.227993,0.136806,0.010120,0.001890,0.009145,0.006687,0.009767,0.065276,0.081540,0.000498,0.004228,0.043346,0.025171,0.000974,0.015664,normal
0.085204,0.033045,2.960534,0.162762,0.158448,0.494152,0.083738,0.096857,-32.710585,1.754113,0.128095,0.027282,0.034734,0.201542,0.069931,0.041770,0.013718,-0.014827,-0.018635,-0.001822,-0.025296,0.011193,0.002582,0.010602,0.004178,0.010711,0.063603,0.026781,0.000847,0.002649,0.033593,0.018310,0.005459,0.029425,0.137739,0.049786,0.515144,0.140673,0.094307,0.673847,0.207110,0.180180,11.393351,1.494651,0.628949,0.558047,0.355916,0.374733,0.240357,0.188677,0.214315,0.175327,0.209068,0.169589,0.145362,0.014254,0.004378,0.013423,0.006961,0.011962,0.069427,0.033283,0.001703,0.004018,0.040442,0.029677,0.009310,0.013114,normal
0.219030,0.048835,3.116489,0.300229,0.248230,1.207378,0.012245,0.393939,-24.538610,2.241338,0.037643,0.201885,0.086785,0.083018,0.158836,0.323459,0.206128,-0.041842,-0.048475,0.052626,-0.129716,0.010711,0.002827,0.029299,0.004952,0.021806,0.003721,0.065279,0.000555,0.003213,0.013198,0.070345,0.004004,0.033537,0.246587,0.051741,0.162626,0.183888,0.063914,1.005556,0.008870,0.382888,2.381198,1.345875,0.418675,0.279931,0.450224,0.237778,0.297566,0.328822,0.195511,0.199134,0.154898,0.140255,0.242117,0.013249,0.001902,0.035209,0.005657,0.027622,0.001664,0.082168,0.000453,0.002963,0.019760,0.068687,0.003271,0.022176,normal
0.070338,0.011927,2.665769,0.163027,0.181740,0.478131,0.014427,0.073571,-32.902704,2.246449,0.709971,0.439430,-0.129604,0.235684,-0.017640,-0.064027,-0.010382,0.053177,-0.140733,0.156538,-0.053471,0.021778,0.002040,0.077127,0.008705,0.021543,0.011155,0.034465,0.000727,0.006247,0.008939,0.040484,0.002652,0.029034,0.060772,0.017586,0.529381,0.084711,0.060764,0.394647,0.013470,0.066900,6.673215,0.947800,0.604513,0.354703,0.398272,0.294948,0.371809,0.299673,0.276150,0.289830,0.199847,0.176716,0.214808,0.020641,0.003829,0.050003,0.012448,0.021497,0.012181,0.030621,0.000709,0.012153,0.011128,0.026247,0.003227,0.011628,normal
0.090210,0.017597,2.683498,0.165103,0.164483,0.658057,0.012170,0.118043,-30.996426,1.383229,0.054234,0.113903,0.034782,0.164726,-0.156834,0.104109,-0.084637,-0.020251,-0.088213,-0.114695,-0.163209,0.014509,0.003751,0.039720,0.015817,0.010015,0.002320,0.022051,0.002413,0.009680,0.030225,0.020809,0.003712,0.024386,0.092002,0.020544,0.632270,0.087161,0.048103,0.572695,0.014262,0.124164,7.388849,1.196316,0.639179,0.465930,0.357367,0.309852,0.352649,0.256895,0.274289,0.251745,0.294644,0.360846,0.358978,0.029961,0.005085,0.047063,0.026150,0.013337,0.002014,0.037889,0.002759,0.007099,0.031779,0.026401,0.006009,0.018693,normal
0.055855,0.062904,2.733810,0.143555,0.185571,0.331280,0.023620,0.084844,-24.795305,2.691869,-0.295546,0.297948,-0.234637,-0.587813,-0.537054,-0.192058,-0.014825,-0.072769,-0.026280,-0.207503,-0.098014,0.016379,0.003653,0.023423,0.027263,0.048742,0.006246,0.005359,0.000438,0.007174,0.023347,0.027729,0.010076,0.029378,0.065302,0.043966,0.791073,0.087269,0.029943,0.654596,0.017934,0.127632,2.485909,1.066687,0.789260,0.556527,0.365377,0.717090,0.299131,0.455339,0.288756,0.385507,0.328800,0.346138,0.372339,0.027294,0.005891,0.032863,0.041878,0.084790,0.007659,0.006702,0.000628,0.009328,0.038250,0.027613,0.020212,0.019857,normal
0.090972,0.010973,2.709116,0.153233,0.169997,0.528957,0.011090,0.128189,-31.230897,1.877092,-0.249208,0.349521,-0.667717,-0.077875,0.280703,-0.360105,0.001534,-0.138648,-0.174453,-0.089902,0.103610,0.012911,0.004134,0.027077,0.014123,0.024759,0.020937,0.019248,0.002365,0.005848,0.009491,0.016722,0.004219,0.015758,0.082194,0.016383,0.450584,0.078587,0.046344,0.654618,0.006238,0.136010,6.192867,1.519612,0.931378,0.536899,0.542350,0.324617,0.441329,0.461965,0.353291,0.360102,0.290977,0.254353,0.231344,0.014086,0.005959,0.026372,0.015545,0.024212,0.028057,0.017171,0.001943,0.005960,0.010325,0.020988,0.003982,0.010622,normal
0.227273,0.044034,2.774361,0.307486,0.246437,1.314127,0.021231,0.365974,-24.536889,1.663353,0.804734,0.277735,-0.245549,0.226896,0.028063,0.254306,0.168799,0.024641,0.038962,0.052940,0.040323,0.008830,0.007114,0.038692,0.006532,0.043352,0.007947,0.053517,0.000682,0.007688,0.016116,0.021340,0.004470,0.026162,0.229339,0.043639,0.489370,0.152279,0.028392,1.080891,0.013630,0.332335,3.134203,1.138257,0.726488,0.558683,0.503941,0.387391,0.205407,0.266969,0.197987,0.204854,0.247831,0.187835,0.202262,0.011249,0.010358,0.040858,0.006570,0.049424,0.007804,0.059695,0.000659,0.019683,0.023149,0.021628,0.005536,0.017471,normal
0.128376,0.039931,2.812527,0.223640,0.197395,0.992060,0.016206,0.222803,-27.019001,1.547412,0.804239,0.418321,-0.420415,0.226034,0.259693,-0.050486,0.433164,-0.047945,-0.089508,-0.013952,-0.028718,0.007885,0.002765,0.032479,0.003405,0.013253,0.006027,0.075478,0.000528,0.001225,0.019729,0.055464,0.002538,0.033877,0.136909,0.048657,0.371579,0.125752,0.036285,0.852540,0.012844,0.227254,5.154942,1.414981,0.804023,0.680434,0.674626,0.304014,0.383990,0.241596,0.352356,0.184512,0.216881,0.170597,0.220545,0.006986,0.002619,0.034594,0.004459,0.028174,0.008439,0.102446,0.000682,0.000905,0.028112,0.059162,0.002807,0.026057,normal
0.051707,0.014591,2.863756,0.159228,0.184317,0.356890,0.013616,0.070678,-31.211440,2.088726,0.694456,-0.078018,-0.185792,-0.185193,-0.193942,-0.129415,-0.115349,-0.015120,-0.099788,0.037057,0.024650,0.006044,0.002688,0.014006,0.013194,0.035808,0.068023,0.051956,0.001024,0.005277,0.009961,0.019702,0.002616,0.034525,0.044319,0.022223,0.394419,0.057326,0.053771,0.295347,0.009923,0.070275,6.887107,0.652586,0.725509,0.688045,0.358108,0.325540,0.219658,0.234302,0.204810,0.261688,0.261891,0.205657,0.229727,0.006822,0.003098,0.017581,0.018631,0.041189,0.042890,0.062090,0.001238,0.006033,0.013424,0.034660,0.004699,0.016110,normal
0.077688,0.008099,2.658379,0.144919,0.159000,0.727609,0.007143,0.117491,-29.368579,1.311325,0.594439,0.446211,-0.289824,0.435249,0.254544,0.001530,0.123874,0.107781,-0.093370,0.022813,-0.012075,0.014515,0.003777,0.033157,0.005104,0.016355,0.006211,0.014748,0.003109,0.003431,0.015093,0.042928,0.003494,0.016249,0.057689,0.013024,0.560403,0.052625,0.048491,0.569717,0.004898,0.091246,4.577924,1.228486,0.711007,0.506952,0.350989,0.352707,0.509277,0.323864,0.297080,0.196548,0.145278,0.246353,0.152801,0.014823,0.003536,0.032447,0.004841,0.016984,0.006125,0.009505,0.004195,0.003716,0.011132,0.036309,0.003690,0.011210,normal
0.137455,0.007704,2.797997,0.212900,0.187951,1.042410,0.016967,0.243966,-34.221957,2.314912,1.072697,0.058646,-0.304913,-0.007432,-0.020904,0.180800,0.255159,-0.071152,0.087479,0.150915,-0.012945,0.007679,0.005359,0.113319,0.008920,0.014299,0.009000,0.062361,0.000935,0.001968,0.006455,0.012727,0.002595,0.040623,0.150908,0.013930,0.366685,0.140914,0.022924,1.038149,0.012808,0.246476,5.266599,1.336140,0.658653,0.593616,0.607547,0.340383,0.340978,0.281775,0.341976,0.305526,0.222151,0.168301,0.173732,0.006604,0.007972,0.115634,0.009654,0.015509,0.014014,0.077410,0.001586,0.002773,0.005868,0.007586,0.003124,0.032025,normal
0.077947,0.013784,2.508452,0.137413,0.153160,0.471931,0.010002,0.111969,-28.942981,1.763912,-0.255056,0.349837,-0.703450,0.018801,0.204883,0.081203,0.075760,-0.060611,-0.011303,-0.060927,0.074552,0.010278,0.004172,0.023949,0.016609,0.011948,0.008009,0.015731,0.002461,0.009280,0.018196,0.025115,0.013018,0.014220,0.068561,0.014616,0.620473,0.083239,0.050440,0.569888,0.006113,0.086277,6.119131,1.564749,1.118994,0.612325,0.642545,0.506654,0.578150,0.328134,0.377934,0.319038,0.299760,0.300992,0.266626,0.009860,0.004947,0.020794,0.013685,0.012259,0.009669,0.020685,0.004247,0.009568,0.017973,0.026453,0.015897,0.007752,normal
0.092536,0.008383,2.832766,0.179143,0.198027,0.584535,0.014312,0.157123,-35.190797,2.887448,0.672844,0.032663,-0.027168,-0.078837,0.277784,0.032789,0.183145,0.017545,-0.015717,0.119323,0.058452,0.009924,0.008158,0.138178,0.008621,0.011910,0.006475,0.057463,0.000732,0.003136,0.006154,0.017295,0.006946,0.042687,0.093536,0.015936,0.279827,0.099909,0.028945,0.646947,0.006081,0.164210,4.146701,1.288374,0.697457,0.592479,0.450335,0.347898,0.395436,0.361613,0.293491,0.282387,0.269078,0.183267,0.193652,0.011287,0.016745,0.065682,0.008549,0.012222,0.006411,0.028934,0.001007,0.002355,0.004750,0.011258,0.011944,0.015641,normal
0.090227,0.021227,2.784302,0.195294,0.236445,0.413299,0.019838,0.095364,-29.456266,2.483696,0.635137,0.424616,0.215689,0.048719,0.028500,0.095238,0.129077,0.084475,0.027179,-0.010626,0.018017,0.011125,0.002027,0.068504,0.005463,0.023622,0.034424,0.133580,0.000228,0.004202,0.009341,0.028202,0.003134,0.045860,0.107851,0.028538,0.314914,0.075377,0.025728,0.387489,0.009223,0.120186,2.034842,0.788896,0.320386,0.273114,0.224695,0.210899,0.255701,0.231232,0.143730,0.153499,0.131121,0.107179,0.157289,0.015043,0.003534,0.048260,0.007710,0.026950,0.031230,0.078238,0.000262,0.005359,0.008203,0.028080,0.003824,0.016283,normal
0.128618,0.025917,2.886679,0.220870,0.201271,0.746595,0.072333,0.200115,-32.263278,1.923157,0.654349,-0.044059,0.062877,0.078450,0.054585,0.183383,0.072877,-0.127934,-0.024637,0.033397,0.016204,0.003372,0.000904,0.014700,0.006303,0.006955,0.051196,0.070325,0.000222,0.003378,0.017522,0.006554,0.001166,0.034131,0.196760,0.042061,0.747919,0.177017,0.066509,1.105808,0.160536,0.310835,9.464197,1.639281,0.543347,0.556037,0.438564,0.186881,0.200348,0.244070,0.336298,0.145963,0.265912,0.254230,0.139521,0.003911,0.001107,0.029738,0.013460,0.009124,0.069424,0.087692,0.000299,0.005096,0.033338,0.010003,0.001556,0.021304,normal
